EventCode,NTSyslogID,action
927,S927,success
927,F927,failure
928,S928,success
928,F928,failure
929,S929,success
929,F929,failure
930,S930,success
930,F930,failure
931,S931,success
931,F931,failure
932,S932,success
932,F932,failure
933,S933,success
933,F933,failure
934,S934,success
934,F934,failure
935,S935,success
935,F935,failure
936,S936,success
936,F936,failure
937,S937,success
937,F937,failure
938,S938,success
938,F938,failure
939,S939,success
939,F939,failure
940,S940,success
940,F940,failure
941,S941,success
941,F941,failure
942,S942,success
942,F942,failure
943,S943,success
943,F943,failure
944,S944,success
944,F944,failure
945,S945,success
945,F945,failure
946,S946,success
946,F946,failure
947,S947,success
947,F947,failure
948,S948,success
948,F948,failure
949,S949,success
949,F949,failure
950,S950,success
950,F950,failure
951,S951,success
951,F951,failure
952,S952,success
952,F952,failure
953,S953,success
953,F953,failure
954,S954,success
954,F954,failure
955,S955,success
955,F955,failure
956,S956,success
956,F956,failure
957,S957,success
957,F957,failure
958,S958,success
958,F958,failure
959,S959,success
959,F959,failure
960,S960,success
960,F960,failure
961,S961,success
961,F961,failure
962,S962,success
962,F962,failure
963,S963,success
963,F963,failure
964,S964,success
964,F964,failure
965,S965,success
965,F965,failure
966,S966,success
966,F966,failure
967,S967,success
967,F967,failure
968,S968,success
968,F968,failure
969,S969,success
969,F969,failure
970,S970,success
970,F970,failure
971,S971,success
971,F971,failure
972,S972,success
972,F972,failure
973,S973,success
973,F973,failure
974,S974,success
974,F974,failure
975,S975,success
975,F975,failure
976,S976,success
976,F976,failure
977,S977,success
977,F977,failure
978,S978,success
978,F978,failure
979,S979,success
979,F979,failure
980,S980,success
980,F980,failure
981,S981,success
981,F981,failure
982,S982,success
982,F982,failure
983,S983,success
983,F983,failure
984,S984,success
984,F984,failure
985,S985,success
985,F985,failure
986,S986,success
986,F986,failure
987,S987,success
987,F987,failure
988,S988,success
988,F988,failure
989,S989,success
989,F989,failure
990,S990,success
990,F990,failure
991,S991,success
991,F991,failure
992,S992,success
992,F992,failure
993,S993,success
993,F993,failure
994,S994,success
994,F994,failure
995,S995,success
995,F995,failure
996,S996,success
996,F996,failure
997,S997,success
997,F997,failure
998,S998,success
998,F998,failure
999,S999,success
999,F999,failure
1000,S1000,success
1000,F1000,failure
1001,S1001,success
1001,F1001,failure
1002,S1002,success
1002,F1002,failure
1003,S1003,success
1003,F1003,failure
1004,S1004,success
1004,F1004,failure
1005,S1005,success
1005,F1005,failure
1006,S1006,success
1006,F1006,failure
1007,S1007,success
1007,F1007,failure
1008,S1008,success
1008,F1008,failure
1009,S1009,success
1009,F1009,failure
1010,S1010,success
1010,F1010,failure
1011,S1011,success
1011,F1011,failure
1012,S1012,success
1012,F1012,failure
1013,S1013,success
1013,F1013,failure
1014,S1014,success
1014,F1014,failure
1015,S1015,success
1015,F1015,failure
1016,S1016,success
1016,F1016,failure
1017,S1017,success
1017,F1017,failure
1018,S1018,success
1018,F1018,failure
1019,S1019,success
1019,F1019,failure
1020,S1020,success
1020,F1020,failure
1021,S1021,success
1021,F1021,failure
1022,S1022,success
1022,F1022,failure
1023,S1023,success
1023,F1023,failure
1024,S1024,success
1024,F1024,failure
1025,S1025,success
1025,F1025,failure
1026,S1026,success
1026,F1026,failure
1027,S1027,success
1027,F1027,failure
1028,S1028,success
1028,F1028,failure
1029,S1029,success
1029,F1029,failure
1030,S1030,success
1030,F1030,failure
1031,S1031,success
1031,F1031,failure
1032,S1032,success
1032,F1032,failure
1033,S1033,success
1033,F1033,failure
1034,S1034,success
1034,F1034,failure
1035,S1035,success
1035,F1035,failure
1036,S1036,success
1036,F1036,failure
1037,S1037,success
1037,F1037,failure
1038,S1038,success
1038,F1038,failure
1039,S1039,success
1039,F1039,failure
1040,S1040,success
1040,F1040,failure
1041,S1041,success
1041,F1041,failure
1042,S1042,success
1042,F1042,failure
1043,S1043,success
1043,F1043,failure
1044,S1044,success
1044,F1044,failure
1045,S1045,success
1045,F1045,failure
1046,S1046,success
1046,F1046,failure
1047,S1047,success
1047,F1047,failure
1048,S1048,success
1048,F1048,failure
1049,S1049,success
1049,F1049,failure
1050,S1050,success
1050,F1050,failure
1051,S1051,success
1051,F1051,failure
1052,S1052,success
1052,F1052,failure
1053,S1053,success
1053,F1053,failure
1054,S1054,success
1054,F1054,failure
1055,S1055,success
1055,F1055,failure
1056,S1056,success
1056,F1056,failure
1057,S1057,success
1057,F1057,failure
1058,S1058,success
1058,F1058,failure
1059,S1059,success
1059,F1059,failure
1060,S1060,success
1060,F1060,failure
1061,S1061,success
1061,F1061,failure
1062,S1062,success
1062,F1062,failure
1063,S1063,success
1063,F1063,failure
1064,S1064,success
1064,F1064,failure
1065,S1065,success
1065,F1065,failure
1066,S1066,success
1066,F1066,failure
1067,S1067,success
1067,F1067,failure
1068,S1068,success
1068,F1068,failure
1069,S1069,success
1069,F1069,failure
1070,S1070,success
1070,F1070,failure
1071,S1071,success
1071,F1071,failure
1072,S1072,success
1072,F1072,failure
1073,S1073,success
1073,F1073,failure
1074,S1074,success
1074,F1074,failure
1075,S1075,success
1075,F1075,failure
1076,S1076,success
1076,F1076,failure
1077,S1077,success
1077,F1077,failure
1078,S1078,success
1078,F1078,failure
1079,S1079,success
1079,F1079,failure
1080,S1080,success
1080,F1080,failure
1081,S1081,success
1081,F1081,failure
1082,S1082,success
1082,F1082,failure
1083,S1083,success
1083,F1083,failure
1084,S1084,success
1084,F1084,failure
1085,S1085,success
1085,F1085,failure
1086,S1086,success
1086,F1086,failure
1087,S1087,success
1087,F1087,failure
1088,S1088,success
1088,F1088,failure
1089,S1089,success
1089,F1089,failure
1090,S1090,success
1090,F1090,failure
1091,S1091,success
1091,F1091,failure
1092,S1092,success
1092,F1092,failure
1093,S1093,success
1093,F1093,failure
1094,S1094,success
1094,F1094,failure
1095,S1095,success
1095,F1095,failure
1096,S1096,success
1096,F1096,failure
1097,S1097,success
1097,F1097,failure
1098,S1098,success
1098,F1098,failure
1099,S1099,success
1099,F1099,failure
1100,S1100,success
1100,F1100,failure
1101,S1101,success
1101,F1101,failure
1102,S1102,success
1102,F1102,failure
1103,S1103,success
1103,F1103,failure
1104,S1104,success
1104,F1104,failure
1105,S1105,success
1105,F1105,failure
1106,S1106,success
1106,F1106,failure
1107,S1107,success
1107,F1107,failure
1108,S1108,success
1108,F1108,failure
1109,S1109,success
1109,F1109,failure
1110,S1110,success
1110,F1110,failure
1111,S1111,success
1111,F1111,failure
1112,S1112,success
1112,F1112,failure
1113,S1113,success
1113,F1113,failure
1114,S1114,success
1114,F1114,failure
1115,S1115,success
1115,F1115,failure
1116,S1116,success
1116,F1116,failure
1117,S1117,success
1117,F1117,failure
1118,S1118,success
1118,F1118,failure
1119,S1119,success
1119,F1119,failure
1120,S1120,success
1120,F1120,failure
1121,S1121,success
1121,F1121,failure
1122,S1122,success
1122,F1122,failure
1123,S1123,success
1123,F1123,failure
1124,S1124,success
1124,F1124,failure
1125,S1125,success
1125,F1125,failure
1126,S1126,success
1126,F1126,failure
1127,S1127,success
1127,F1127,failure
1128,S1128,success
1128,F1128,failure
1129,S1129,success
1129,F1129,failure
1130,S1130,success
1130,F1130,failure
1131,S1131,success
1131,F1131,failure
1132,S1132,success
1132,F1132,failure
1133,S1133,success
1133,F1133,failure
1134,S1134,success
1134,F1134,failure
1135,S1135,success
1135,F1135,failure
1136,S1136,success
1136,F1136,failure
1137,S1137,success
1137,F1137,failure
1138,S1138,success
1138,F1138,failure
1139,S1139,success
1139,F1139,failure
1140,S1140,success
1140,F1140,failure
1141,S1141,success
1141,F1141,failure
1142,S1142,success
1142,F1142,failure
1143,S1143,success
1143,F1143,failure
1144,S1144,success
1144,F1144,failure
1145,S1145,success
1145,F1145,failure
1146,S1146,success
1146,F1146,failure
1147,S1147,success
1147,F1147,failure
1148,S1148,success
1148,F1148,failure
1149,S1149,success
1149,F1149,failure
1150,S1150,success
1150,F1150,failure
1151,S1151,success
1151,F1151,failure
1152,S1152,success
1152,F1152,failure
1153,S1153,success
1153,F1153,failure
1154,S1154,success
1154,F1154,failure
1155,S1155,success
1155,F1155,failure
1156,S1156,success
1156,F1156,failure
1157,S1157,success
1157,F1157,failure
1158,S1158,success
1158,F1158,failure
1159,S1159,success
1159,F1159,failure
1160,S1160,success
1160,F1160,failure
1161,S1161,success
1161,F1161,failure
1162,S1162,success
1162,F1162,failure
1163,S1163,success
1163,F1163,failure
1164,S1164,success
1164,F1164,failure
1165,S1165,success
1165,F1165,failure
1166,S1166,success
1166,F1166,failure
1167,S1167,success
1167,F1167,failure
1168,S1168,success
1168,F1168,failure
1169,S1169,success
1169,F1169,failure
1170,S1170,success
1170,F1170,failure
1171,S1171,success
1171,F1171,failure
1172,S1172,success
1172,F1172,failure
1173,S1173,success
1173,F1173,failure
1174,S1174,success
1174,F1174,failure
1175,S1175,success
1175,F1175,failure
1176,S1176,success
1176,F1176,failure
1177,S1177,success
1177,F1177,failure
1178,S1178,success
1178,F1178,failure
1179,S1179,success
1179,F1179,failure
1180,S1180,success
1180,F1180,failure
1181,S1181,success
1181,F1181,failure
1182,S1182,success
1182,F1182,failure
1183,S1183,success
1183,F1183,failure
1184,S1184,success
1184,F1184,failure
1185,S1185,success
1185,F1185,failure
1186,S1186,success
1186,F1186,failure
1187,S1187,success
1187,F1187,failure
1188,S1188,success
1188,F1188,failure
1189,S1189,success
1189,F1189,failure
1190,S1190,success
1190,F1190,failure
1191,S1191,success
1191,F1191,failure
1192,S1192,success
1192,F1192,failure
1193,S1193,success
1193,F1193,failure
1194,S1194,success
1194,F1194,failure
1195,S1195,success
1195,F1195,failure
1196,S1196,success
1196,F1196,failure
1197,S1197,success
1197,F1197,failure
1198,S1198,success
1198,F1198,failure
1199,S1199,success
1199,F1199,failure
1200,S1200,success
1200,F1200,failure
1201,S1201,success
1201,F1201,failure
1202,S1202,success
1202,F1202,failure
1203,S1203,success
1203,F1203,failure
1204,S1204,success
1204,F1204,failure
1205,S1205,success
1205,F1205,failure
1206,S1206,success
1206,F1206,failure
1207,S1207,success
1207,F1207,failure
1208,S1208,success
1208,F1208,failure
1209,S1209,success
1209,F1209,failure
1210,S1210,success
1210,F1210,failure
1211,S1211,success
1211,F1211,failure
1212,S1212,success
1212,F1212,failure
1213,S1213,success
1213,F1213,failure
1214,S1214,success
1214,F1214,failure
1215,S1215,success
1215,F1215,failure
1216,S1216,success
1216,F1216,failure
1217,S1217,success
1217,F1217,failure
1218,S1218,success
1218,F1218,failure
1219,S1219,success
1219,F1219,failure
1220,S1220,success
1220,F1220,failure
1221,S1221,success
1221,F1221,failure
1222,S1222,success
1222,F1222,failure
1223,S1223,success
1223,F1223,failure
1224,S1224,success
1224,F1224,failure
1225,S1225,success
1225,F1225,failure
1226,S1226,success
1226,F1226,failure
1227,S1227,success
1227,F1227,failure
1228,S1228,success
1228,F1228,failure
1229,S1229,success
1229,F1229,failure
1230,S1230,success
1230,F1230,failure
1231,S1231,success
1231,F1231,failure
1232,S1232,success
1232,F1232,failure
1233,S1233,success
1233,F1233,failure
1234,S1234,success
1234,F1234,failure
1235,S1235,success
1235,F1235,failure
1236,S1236,success
1236,F1236,failure
1237,S1237,success
1237,F1237,failure
1238,S1238,success
1238,F1238,failure
1239,S1239,success
1239,F1239,failure
1240,S1240,success
1240,F1240,failure
1241,S1241,success
1241,F1241,failure
1242,S1242,success
1242,F1242,failure
1243,S1243,success
1243,F1243,failure
1244,S1244,success
1244,F1244,failure
1245,S1245,success
1245,F1245,failure
1246,S1246,success
1246,F1246,failure
1247,S1247,success
1247,F1247,failure
1248,S1248,success
1248,F1248,failure
1249,S1249,success
1249,F1249,failure
1250,S1250,success
1250,F1250,failure
1251,S1251,success
1251,F1251,failure
1252,S1252,success
1252,F1252,failure
1253,S1253,success
1253,F1253,failure
1254,S1254,success
1254,F1254,failure
1255,S1255,success
1255,F1255,failure
1256,S1256,success
1256,F1256,failure
1257,S1257,success
1257,F1257,failure
1258,S1258,success
1258,F1258,failure
1259,S1259,success
1259,F1259,failure
1260,S1260,success
1260,F1260,failure
1261,S1261,success
1261,F1261,failure
1262,S1262,success
1262,F1262,failure
1263,S1263,success
1263,F1263,failure
1264,S1264,success
1264,F1264,failure
1265,S1265,success
1265,F1265,failure
1266,S1266,success
1266,F1266,failure
1267,S1267,success
1267,F1267,failure
1268,S1268,success
1268,F1268,failure
1269,S1269,success
1269,F1269,failure
1270,S1270,success
1270,F1270,failure
1271,S1271,success
1271,F1271,failure
1272,S1272,success
1272,F1272,failure
1273,S1273,success
1273,F1273,failure
1274,S1274,success
1274,F1274,failure
1275,S1275,success
1275,F1275,failure
1276,S1276,success
1276,F1276,failure
1277,S1277,success
1277,F1277,failure
1278,S1278,success
1278,F1278,failure
1279,S1279,success
1279,F1279,failure
1280,S1280,success
1280,F1280,failure
1281,S1281,success
1281,F1281,failure
1282,S1282,success
1282,F1282,failure
1283,S1283,success
1283,F1283,failure
1284,S1284,success
1284,F1284,failure
1285,S1285,success
1285,F1285,failure
1286,S1286,success
1286,F1286,failure
1287,S1287,success
1287,F1287,failure
1288,S1288,success
1288,F1288,failure
1289,S1289,success
1289,F1289,failure
1290,S1290,success
1290,F1290,failure
1291,S1291,success
1291,F1291,failure
1292,S1292,success
1292,F1292,failure
1293,S1293,success
1293,F1293,failure
1294,S1294,success
1294,F1294,failure
1295,S1295,success
1295,F1295,failure
1296,S1296,success
1296,F1296,failure
1297,S1297,success
1297,F1297,failure
1298,S1298,success
1298,F1298,failure
1299,S1299,success
1299,F1299,failure
1300,S1300,success
